t_sec,security,action,trader,price,qty
1296,1,Ask,T-040,25000,1
1296,1,Ask,T-040,25000,1
1296,1,Ask,T-040,25000,1
1296,1,Ask,T-040,25000,1
1296,1,Ask,T-040,25000,1
1296,1,Ask,T-040,25000,1
1296,1,Ask,T-040,25000,1
1297,1,Ask,T-040,25000,1
1297,1,Ask,T-040,25000,1
1297,1,Bid,T-029,25000,1
1297,1,Ask,T-040,25000,1
1297,1,Ask,T-040,25000,1
1297,1,Ask,T-040,25000,1
1297,1,Ask,T-040,25000,1
1297,1,Ask,T-040,25000,1
1298,1,Ask,T-040,25000,1
1298,1,Ask,T-040,25000,1
1298,1,Ask,T-040,25000,1
1298,1,Ask,T-040,25000,1
1298,1,Ask,T-040,25000,1
1298,1,Ask,T-040,25000,1
1298,1,Bid,T-029,25000,1
1299,1,Ask,T-040,25000,1
1299,1,Ask,T-040,25000,1
1299,1,Ask,T-040,25000,1
1299,1,Bid,T-004,50,10
1299,1,Bid,T-008,25000,100
1300,1,Ask,T-040,25000,1
1300,1,Bid,T-029,25000,1
1300,1,Ask,T-040,25000,1
1300,1,Ask,T-040,25000,1
1300,1,Ask,T-040,25000,1
1300,1,Ask,T-040,25000,1
1301,1,Bid,T-029,25000,1
1301,1,Ask,T-040,25000,1
1301,1,Bid,T-029,25000,1
1301,1,Bid,T-001,100,2
1302,1,ClearBid,T-004,0,0
1303,1,Bid,T-029,25000,1
1303,1,ClearAsk,T-012,0,0
1303,1,ClearBid,T-012,0,0
1304,1,Bid,T-029,25000,1
1305,1,ClearBid,T-004,0,0
1307,1,ClearBid,T-012,0,0
1307,1,ClearBid,T-012,0,0
1308,1,ClearAsk,T-012,0,0
1308,1,ClearAsk,T-012,0,0
1308,1,Bid,T-019,25000,19
1309,1,Bid,T-029,25000,1
1314,1,ClearBid,T-029,0,0
1314,1,ClearAsk,T-029,0,0
1316,1,Ask,T-040,25000,1
1316,1,Ask,T-040,25000,1
1316,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1317,1,Ask,T-040,25000,1
1318,1,Ask,T-040,25000,1
1318,1,Ask,T-040,25000,1
1318,1,Ask,T-040,25000,1
1318,1,Ask,T-040,25000,1
1318,1,Ask,T-040,25000,1
1318,1,Ask,T-040,25000,1
1318,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1319,1,Ask,T-040,25000,1
1320,1,Ask,T-040,25000,1
1320,1,Bid,T-029,25000,1
1320,1,Ask,T-040,25000,1
1320,1,Ask,T-040,25000,1
1320,1,Ask,T-040,25000,1
1320,1,Ask,T-040,25000,1
1320,1,Ask,T-040,25000,1
1320,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1321,1,Ask,T-040,25000,1
1322,1,Ask,T-040,25000,1
1322,1,Ask,T-040,25000,1
1322,1,Ask,T-040,25000,1
1322,1,Ask,T-040,25000,1
1322,1,Ask,T-040,25000,1
1322,1,Ask,T-040,25000,1
1322,1,Ask,T-040,25000,1
1323,1,Ask,T-040,25000,1
1323,1,Ask,T-040,25000,1
1323,1,Ask,T-040,25000,1
1323,1,Ask,T-040,25000,1
1323,1,Ask,T-040,25000,1
1323,1,Ask,T-040,25000,1
1323,1,Ask,T-040,25000,1
1324,1,Ask,T-040,25000,1
1324,1,Ask,T-040,25000,1
1324,1,Ask,T-040,25000,1
1324,1,Ask,T-040,25000,1
1324,1,Ask,T-040,25000,1
1324,1,Ask,T-040,25000,1
1324,1,Ask,T-040,25000,1
1325,1,Ask,T-040,25000,1
1325,1,Ask,T-040,25000,1
1325,1,Ask,T-040,25000,1
1325,1,Ask,T-040,25000,1
1326,1,Ask,T-040,25000,1
1326,1,Ask,T-040,25000,1
1326,1,Ask,T-040,25000,1
1329,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1330,1,Ask,T-040,25000,1
1331,1,Ask,T-040,25000,1
1331,1,Ask,T-040,25000,1
1331,1,Ask,T-040,25000,1
1331,1,Ask,T-040,25000,1
1331,1,Ask,T-040,25000,1
1332,1,Ask,T-040,25000,1
1332,1,Ask,T-040,25000,1
1332,1,Ask,T-040,25000,1
1332,1,Ask,T-040,25000,1
1332,1,Ask,T-040,25000,1
1332,1,Ask,T-040,25000,1
1333,1,Ask,T-040,25000,1
1333,1,Ask,T-040,25000,1
1333,1,Ask,T-040,25000,1
1333,1,Ask,T-040,25000,1
1333,1,Ask,T-040,25000,1
1333,1,Bid,T-030,25000,3
1333,1,Ask,T-040,25000,1
1334,1,Ask,T-040,25000,1
1334,1,Ask,T-040,25000,1
1334,1,Ask,T-040,25000,1
1335,1,Ask,T-040,25000,1
1335,1,Ask,T-040,25000,1
1335,1,Ask,T-040,25000,1
1335,1,Ask,T-040,25000,1
1335,1,Ask,T-040,25000,1
1335,1,Ask,T-040,25000,1
1335,1,Ask,T-040,25000,1
1336,1,Ask,T-040,25000,1
1336,1,Ask,T-040,25000,1
1336,1,Ask,T-040,25000,1
1336,1,Ask,T-040,25000,1
1336,1,Ask,T-040,25000,1
1336,1,Ask,T-040,25000,1
1337,1,Ask,T-040,25000,1
1337,1,Ask,T-040,25000,1
1344,1,Ask,T-019,25000,94
1346,1,ClearBid,T-036,0,0
1347,1,ClearAsk,T-036,0,0
1348,1,Ask,T-040,25000,1
1348,1,Ask,T-040,25000,1
1348,1,Ask,T-040,25000,1
1348,1,Ask,T-040,25000,1
1348,1,Ask,T-040,25000,1
1348,1,Ask,T-040,25000,1
1348,1,Bid,T-001,100,2
1348,1,Ask,T-040,25000,1
1348,1,Ask,T-040,25000,1
1348,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1349,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,ClearBid,T-036,0,0
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1350,1,Ask,T-040,25000,1
1351,1,Ask,T-040,25000,1
1351,1,ClearAsk,T-036,0,0
1351,1,Ask,T-040,25000,1
1351,1,Ask,T-040,25000,1
1351,1,Ask,T-040,25000,1
1351,1,Ask,T-040,25000,1
1351,1,Bid,T-001,12000,2
1351,1,Ask,T-040,25000,1
1352,1,Ask,T-040,25000,1
1352,1,Ask,T-040,25000,1
1352,1,Ask,T-040,25000,1
1352,1,Ask,T-040,25000,1
1352,1,Ask,T-040,25000,1
1352,1,Ask,T-040,25000,1
1352,1,Ask,T-040,25000,1
1353,1,Ask,T-040,25000,1
1353,1,Ask,T-040,25000,1
1353,1,Ask,T-040,25000,1
1353,1,Ask,T-040,25000,1
1353,1,Ask,T-040,25000,1
1353,1,Ask,T-040,25000,1
1353,1,Ask,T-040,25000,1
1354,1,Ask,T-040,25000,1
1354,1,Ask,T-040,25000,1
1354,1,Ask,T-040,25000,1
1354,1,Ask,T-040,25000,1
1354,1,Ask,T-040,25000,1
1355,1,Ask,T-040,25000,1
1355,1,ClearBid,T-019,0,0
1355,1,Ask,T-040,25000,1
1355,1,Ask,T-040,25000,1
1355,1,ClearAsk,T-019,0,0
1355,1,Ask,T-040,25000,1
1355,1,Ask,T-040,25000,1
1355,1,Ask,T-040,25000,1
1355,1,Ask,T-040,25000,1
1356,1,Ask,T-040,25000,1
1356,1,ClearBid,T-019,0,0
1356,1,Ask,T-040,25000,1
1356,1,Ask,T-040,25000,1
1356,1,Ask,T-040,25000,1
1356,1,ClearAsk,T-019,0,0
1356,1,Ask,T-040,25000,1
1356,1,Ask,T-040,25000,1
1356,1,Ask,T-040,25000,1
1356,1,ClearBid,T-019,0,0
1357,1,Ask,T-040,25000,1
1357,1,ClearBid,T-019,0,0
1357,1,ClearBid,T-019,0,0
1357,1,Ask,T-040,25000,1
1357,1,ClearBid,T-019,0,0
1357,1,Ask,T-040,25000,1
1357,1,ClearBid,T-019,0,0
1357,1,Ask,T-030,25000,3
1357,1,Ask,T-040,25000,1
1357,1,ClearBid,T-019,0,0
1357,1,ClearBid,T-019,0,0
1357,1,Ask,T-040,25000,1
1357,1,Ask,T-040,25000,1
1357,1,Ask,T-040,25000,1
1357,1,Ask,T-040,25000,1
1358,1,Ask,T-040,25000,1
1358,1,ClearBid,T-019,0,0
1358,1,Ask,T-040,25000,1
1358,1,ClearBid,T-019,0,0
1358,1,Ask,T-040,25000,1
1358,1,ClearBid,T-019,0,0
1358,1,ClearBid,T-019,0,0
1358,1,Ask,T-040,25000,1
1358,1,ClearBid,T-019,0,0
1358,1,Ask,T-040,25000,1
1358,1,ClearBid,T-019,0,0
1358,1,ClearBid,T-019,0,0
1358,1,Ask,T-040,25000,1
1358,1,ClearBid,T-019,0,0
1359,1,Ask,T-040,25000,1
1359,1,ClearBid,T-019,0,0
1359,1,Ask,T-040,25000,1
1359,1,ClearBid,T-019,0,0
1359,1,Ask,T-040,25000,1
1359,1,ClearBid,T-019,0,0
1359,1,Ask,T-040,25000,1
1359,1,ClearBid,T-019,0,0
1359,1,Ask,T-040,25000,1
1359,1,Ask,T-040,25000,1
1359,1,ClearAsk,T-019,0,0
1359,1,Ask,T-040,25000,1
1360,1,Ask,T-040,25000,1
1360,1,Ask,T-040,25000,1
1360,1,ClearAsk,T-019,0,0
1360,1,ClearAsk,T-019,0,0
1360,1,Ask,T-040,25000,1
1360,1,ClearAsk,T-019,0,0
1360,1,Ask,T-040,25000,1
1360,1,ClearAsk,T-019,0,0
1360,1,Ask,T-040,25000,1
1360,1,ClearAsk,T-019,0,0
1360,1,Ask,T-040,25000,1
1360,1,ClearAsk,T-019,0,0
1361,1,ClearAsk,T-028,0,0
1361,1,Ask,T-040,25000,1
1361,1,Ask,T-040,25000,1
1361,1,Ask,T-040,25000,1
1361,1,Ask,T-040,25000,1
1361,1,Ask,T-040,25000,1
1361,1,Ask,T-040,25000,1
1361,1,Ask,T-040,25000,1
1362,1,Ask,T-040,25000,1
1362,1,ClearBid,T-028,0,0
1362,1,Ask,T-015,25000,130
1362,1,Ask,T-040,25000,1
1362,1,Ask,T-040,25000,1
1362,1,Ask,T-040,25000,1
1362,1,Ask,T-040,25000,1
1362,1,Ask,T-040,25000,1
1363,1,Ask,T-040,25000,1
1363,1,Ask,T-040,25000,1
1363,1,ClearAsk,T-019,0,0
1364,1,Ask,T-040,25000,1
1364,1,ClearBid,T-019,0,0
1364,1,Ask,T-040,25000,1
1364,1,Ask,T-040,25000,1
1364,1,ClearAsk,T-019,0,0
1364,1,Ask,T-040,25000,1
1365,1,Ask,T-040,25000,1
1365,1,ClearBid,T-019,0,0
1365,1,Ask,T-040,25000,1
1365,1,Ask,T-040,25000,1
1365,1,ClearAsk,T-019,0,0
1365,1,Ask,T-040,25000,1
1365,1,Ask,T-040,25000,1
1365,1,ClearBid,T-019,0,0
1365,1,Ask,T-040,25000,1
1365,1,Ask,T-040,25000,1
1365,1,ClearAsk,T-019,0,0
1365,1,Ask,T-040,25000,1
1366,1,Ask,T-040,25000,1
1366,1,ClearBid,T-019,0,0
1366,1,Ask,T-040,25000,1
1366,1,ClearAsk,T-019,0,0
1366,1,Ask,T-040,25000,1
1366,1,Ask,T-040,25000,1
1366,1,Ask,T-040,25000,1
1366,1,ClearBid,T-019,0,0
1366,1,Ask,T-040,25000,1
1366,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1367,1,Ask,T-040,25000,1
1368,1,Ask,T-040,25000,1
1368,1,Ask,T-040,25000,1
1368,1,Ask,T-040,25000,1
1368,1,Ask,T-040,25000,1
1368,1,Ask,T-040,25000,1
1368,1,Ask,T-040,25000,1
1369,1,Ask,T-040,25000,1
1369,1,Ask,T-040,25000,1
1369,1,Ask,T-040,25000,1
1369,1,Ask,T-040,25000,1
1369,1,Ask,T-040,25000,1
1369,1,Ask,T-040,25000,1
1369,1,Ask,T-040,25000,1
1370,1,Ask,T-040,25000,1
1370,1,Ask,T-040,25000,1
1370,1,Bid,T-004,50,10
1370,1,Ask,T-040,25000,1
1370,1,Bid,T-001,25000,22
1370,1,Ask,T-040,25000,1
1370,1,Ask,T-040,25000,1
1370,1,Ask,T-040,25000,1
1370,1,Ask,T-030,25000,3
1370,1,Ask,T-040,25000,1
1371,1,Ask,T-040,25000,1
1371,1,Ask,T-040,25000,1
1371,1,Ask,T-040,25000,1
1371,1,Bid,T-032,150,2500
1371,1,Ask,T-040,25000,1
1371,1,Ask,T-040,25000,1
1371,1,Ask,T-040,25000,1
1372,1,Ask,T-040,25000,1
1372,1,Ask,T-040,25000,1
1372,1,Ask,T-040,25000,1
1372,1,Ask,T-040,25000,1
1372,1,ClearBid,T-004,0,0
1372,1,Ask,T-040,25000,1
1372,1,Ask,T-040,25000,1
1372,1,Ask,T-040,25000,1
1372,1,ClearBid,T-001,0,0
1373,1,Ask,T-040,25000,1
1373,1,ClearAsk,T-001,0,0
1373,1,ClearBid,T-004,0,0
1373,1,Ask,T-040,25000,1
1373,1,Ask,T-040,25000,1
1373,1,Bid,T-005,1000,100
1373,1,Ask,T-040,25000,1
1373,1,Ask,T-040,25000,1
1374,1,Ask,T-015,25000,60
1374,1,Ask,T-040,25000,1
1374,1,ClearAsk,T-029,0,0
1374,1,Ask,T-040,25000,1
1374,1,Ask,T-040,25000,1
1374,1,Ask,T-040,25000,1
1374,1,Ask,T-040,25000,1
1374,1,Ask,T-040,25000,1
1374,1,Ask,T-040,25000,1
1374,1,Ask,T-019,25000,54
1374,1,Ask,T-040,25000,1
1375,1,Ask,T-040,25000,1
1375,1,Ask,T-040,25000,1
1375,1,Ask,T-040,25000,1
1375,1,Ask,T-040,25000,1
1375,1,Ask,T-040,25000,1
1375,1,Ask,T-040,25000,1
1375,1,Ask,T-040,25000,1
1376,1,Ask,T-040,25000,1
1376,1,Ask,T-040,25000,1
1376,1,Ask,T-030,25000,2
1376,1,Ask,T-040,25000,1
1376,1,Ask,T-040,25000,1
1376,1,Ask,T-040,25000,1
1376,1,Ask,T-040,25000,1
1376,1,Ask,T-040,25000,1
1376,1,Bid,T-011,25000,1
1377,1,Ask,T-040,25000,1
1377,1,Ask,T-040,25000,1
1377,1,Ask,T-040,25000,1
1377,1,Ask,T-040,25000,1
1377,1,Ask,T-040,25000,1
1377,1,Ask,T-040,25000,1
1377,1,Ask,T-040,25000,1
1377,1,Ask,T-040,25000,1
1378,1,Ask,T-040,25000,1
1378,1,Ask,T-040,25000,1
1378,1,Ask,T-029,25000,1
1378,1,Ask,T-040,25000,1
1378,1,Ask,T-040,25000,1
1378,1,ClearBid,T-032,0,0
1378,1,Ask,T-040,25000,1
1378,1,Ask,T-040,25000,1
1378,1,Ask,T-040,25000,1
1378,1,Ask,T-040,25000,1
1378,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-009,25000,10
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1379,1,Ask,T-040,25000,1
1380,1,Ask,T-040,25000,1
1380,1,Bid,T-025,20,1000
1380,1,Ask,T-040,25000,1
1380,1,Ask,T-040,25000,1
1380,1,Ask,T-040,25000,1
1380,1,Ask,T-040,25000,1
1380,1,Ask,T-040,25000,1
1380,1,Ask,T-040,25000,1
1380,1,Ask,T-040,25000,1
1381,1,Ask,T-040,25000,1
1381,1,Ask,T-040,25000,1
1381,1,Ask,T-015,25000,60
1381,1,Ask,T-040,25000,1
1381,1,Ask,T-040,25000,1
1381,1,Bid,T-029,25000,1
1381,1,Ask,T-040,25000,1
1381,1,Ask,T-040,25000,1
1381,1,Ask,T-015,25000,60
1381,1,Ask,T-040,25000,1
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-015,25000,60
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-040,25000,1
1382,1,Ask,T-015,25000,60
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-015,25000,60
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-040,25000,1
1383,1,Ask,T-040,25000,1
1384,1,Ask,T-040,25000,1
1384,1,Ask,T-040,25000,1
1384,1,Ask,T-040,25000,1
1384,1,Ask,T-040,25000,1
1384,1,Ask,T-029,25000,1
1384,1,Ask,T-040,25000,1
1384,1,Ask,T-040,25000,1
1384,1,Ask,T-040,25000,1
1385,1,Ask,T-040,25000,1
1385,1,Ask,T-040,25000,1
1385,1,Ask,T-040,25000,1
1385,1,Ask,T-040,25000,1
1385,1,Ask,T-040,25000,1
1385,1,Ask,T-011,25000,1
1385,1,Ask,T-040,25000,1
1385,1,Ask,T-040,25000,1
1386,1,Ask,T-040,25000,1
1386,1,Ask,T-040,25000,1
1386,1,Ask,T-040,25000,1
1386,1,Ask,T-040,25000,1
1386,1,Ask,T-040,25000,1
1386,1,Ask,T-040,25000,1
1387,1,Ask,T-040,25000,1
1387,1,Ask,T-040,25000,1
1387,1,Ask,T-040,25000,1
1387,1,Ask,T-040,25000,1
1387,1,Ask,T-040,25000,1
1387,1,Ask,T-040,25000,1
1388,1,Ask,T-040,25000,1
1388,1,Ask,T-040,25000,1
1388,1,ClearBid,T-015,0,0
1388,1,Bid,T-030,23000,2
1388,1,Ask,T-040,25000,1
1388,1,Ask,T-040,25000,1
1388,1,Ask,T-040,25000,1
1388,1,Ask,T-040,25000,1
1388,1,Ask,T-040,25000,1
1388,1,ClearAsk,T-013,0,0
1389,1,Ask,T-040,25000,1
1389,1,Ask,T-040,25000,1
1389,1,Ask,T-040,25000,1
1389,1,Ask,T-040,25000,1
1389,1,Bid,T-004,50,10
1389,1,ClearBid,T-013,0,0
1389,1,Ask,T-040,25000,1
1389,1,Ask,T-040,25000,1
1390,1,Ask,T-040,25000,1
1390,1,Ask,T-040,25000,1
1390,1,Ask,T-040,25000,1
1390,1,Ask,T-040,25000,1
1391,1,Bid,T-032,100,100
1391,1,Ask,T-040,25000,1
1392,1,Bid,T-033,50,200
1392,1,Ask,T-040,25000,1
1393,1,Bid,T-032,200,100
1393,1,ClearAsk,T-029,0,0
1394,1,ClearBid,T-029,0,0
1395,1,Ask,T-030,25000,2
1395,1,Bid,T-032,300,100
1398,1,Bid,T-032,400,100
1399,1,Bid,T-028,25000,60
1401,1,ClearAsk,T-034,0,0
1401,1,ClearBid,T-034,0,0
1404,1,Bid,T-013,100,1000
1404,1,Bid,T-035,1100,5
1404,1,ClearBid,T-004,0,0
1405,1,Bid,T-025,2000,100
1405,1,Bid,T-013,100,1000
1407,1,Bid,T-028,25000,60
1408,1,Bid,T-010,50,20
1408,1,Ask,T-030,25000,2
1409,1,Bid,T-032,5000,100
1410,1,Bid,T-005,3000,100
1410,1,Bid,T-023,25,30
1412,1,Bid,ME,10000,100
1414,1,ClearBid,T-010,0,0
1415,1,ClearAsk,T-010,0,0
1415,1,Ask,T-001,25000,20
1417,1,Bid,T-003,1,1000
1419,1,Ask,T-020,25000,20
1421,1,Bid,T-029,10000,10
1424,1,Ask,T-008,25000,98
1426,1,Ask,T-040,25000,1167
1427,1,Ask,T-015,25000,26
1431,1,ClearBid,T-004,0,0
1432,1,ClearAsk,T-029,0,0
1432,1,ClearBid,T-005,0,0
1432,1,ClearAsk,T-004,0,0
1433,1,ClearBid,T-004,0,0
1433,1,Bid,T-005,15000,100
1433,1,ClearAsk,T-019,0,0
1433,1,ClearBid,T-019,0,0
1437,1,Bid,T-030,23000,2
1439,1,Bid,T-031,25000,10000
1443,1,ClearBid,T-029,0,0
1443,1,ClearAsk,T-029,0,0
1444,1,ClearAsk,T-029,0,0
1450,1,Bid,T-034,22000,1000
1455,1,Bid,T-011,1000,5
1457,1,Bid,T-029,23000,4
1457,1,Bid,T-030,10000,2
1458,1,Ask,T-020,25000,30
1460,1,Ask,T-021,25000,90
1464,1,Bid,T-001,1000,100
1471,1,ClearBid,T-029,0,0
1471,1,Ask,T-020,25000,10
1471,1,ClearAsk,T-029,0,0
1479,1,ClearBid,T-033,0,0
1479,1,ClearAsk,T-013,0,0
1479,1,ClearAsk,T-013,0,0
1480,1,ClearAsk,T-033,0,0
1480,1,ClearAsk,T-013,0,0
1480,1,ClearAsk,T-013,0,0
1480,1,ClearAsk,T-013,0,0
1480,1,ClearAsk,T-013,0,0
1481,1,ClearAsk,T-013,0,0
1481,1,ClearAsk,T-013,0,0
1481,1,ClearAsk,T-013,0,0
1481,1,ClearAsk,T-013,0,0
1481,1,ClearAsk,T-013,0,0
1483,1,Bid,T-019,24000,5
1485,1,ClearBid,T-011,0,0
1493,1,Bid,T-020,24000,10
1494,1,Bid,T-023,1000,1
1495,1,Bid,T-011,25000,5
1497,1,ClearBid,T-031,0,0
1497,1,ClearBid,T-031,0,0
1498,1,ClearAsk,T-031,0,0
1498,1,ClearAsk,T-031,0,0
1499,1,ClearBid,T-011,0,0
1501,1,Ask,T-011,25000,5
1505,1,Bid,T-001,23000,100
1507,1,Bid,T-008,24500,30
1507,1,Bid,T-010,100,5
1511,1,Bid,T-001,24700,100
1512,1,ClearBid,T-005,0,0
1512,1,ClearBid,T-001,0,0
1513,1,Bid,T-001,24700,100
1517,1,ClearAsk,T-031,0,0
1518,1,Bid,T-005,24900,1000
1518,1,ClearBid,T-031,0,0
1518,1,Bid,T-030,20000,2
1519,1,ClearAsk,T-031,0,0
1519,1,Bid,T-020,24800,10
1521,1,Ask,T-021,25000,7
1521,1,Ask,T-031,25000,100
1522,1,Bid,T-001,24950,100
1528,1,Bid,T-029,24951,1
1529,1,Bid,T-030,24000,2
1535,1,Bid,T-005,24952,1
1535,1,ClearBid,T-021,0,0
1536,1,ClearAsk,T-021,0,0
1537,1,Ask,T-001,25000,100
1539,1,Bid,T-029,24953,1
1540,1,Bid,T-005,24954,1
1541,1,Bid,T-008,24955,30
1542,1,ClearBid,T-034,0,0
1543,1,Bid,T-029,24955,1
1543,1,Bid,T-005,24956,1
1543,1,Ask,T-031,25000,1000
1544,1,ClearBid,T-034,0,0
1544,1,Ask,T-031,25000,1000
1546,1,Bid,T-029,24957,1
1547,1,Bid,T-005,24958,1
1547,1,Bid,T-021,20000,40
1549,1,Bid,T-001,24000,100
1550,1,Bid,T-029,24959,1
1551,1,Bid,T-005,24960,1
1553,1,ClearBid,T-019,0,0
1555,1,Bid,T-008,24965,30
1557,1,Bid,T-005,24966,1
1560,1,ClearBid,T-029,0,0
1560,1,ClearBid,T-011,0,0
1560,1,ClearAsk,T-029,0,0
1561,1,ClearAsk,T-011,0,0
1562,1,Ask,T-028,25000,58
1564,1,Bid,T-018,50,30
1564,1,Bid,T-030,24600,2
1564,1,ClearBid,T-003,0,0
1565,1,ClearBid,T-003,0,0
1565,1,ClearAsk,T-003,0,0
1569,1,Bid,T-029,24967,1
1571,1,Bid,T-005,24968,1
1572,1,Ask,T-031,24999,1
1574,1,Ask,T-001,24999,100
1578,1,Bid,T-020,24999,10
1580,1,Bid,T-021,20000,40
1582,1,Bid,T-029,24999,1
1585,1,ClearBid,T-008,0,0
1585,1,Ask,T-020,25000,10
1588,1,Bid,T-008,24970,30
1588,1,ClearAsk,T-001,0,0
1588,1,Bid,T-021,19000,20
1590,1,Ask,T-029,25000,1
1590,1,ClearAsk,T-001,0,0
1590,1,Bid,T-005,24971,1
1591,1,Ask,T-029,25000,1
1593,1,ClearAsk,T-029,0,0
1594,1,Ask,T-029,25000,1
1596,1,ClearAsk,T-031,0,0
1597,1,ClearBid,T-031,0,0
1597,1,ClearBid,T-031,0,0
1601,1,Bid,T-001,24998,100
1607,1,Bid,T-005,24999,100
1614,1,Ask,T-028,24999,58
1616,1,Bid,T-030,24700,2
1619,1,ClearBid,T-001,0,0
1619,1,ClearAsk,T-001,0,0
1620,1,Bid,T-001,24999,100
1620,1,ClearBid,T-026,0,0
1622,1,Ask,T-029,24999.8,1
1622,1,ClearBid,T-028,0,0
1623,1,ClearBid,T-008,0,0
1623,1,Ask,T-002,25000,2090
1623,1,ClearAsk,T-028,0,0
1625,1,Bid,T-019,24999,10
1625,1,Bid,T-030,24900,2
1626,1,Bid,T-026,25,200
1629,1,Bid,T-008,25000,30
1630,1,Ask,T-005,25000,58
1634,1,Bid,T-030,24990,2
1635,1,Bid,T-026,1,1000
1636,1,Ask,T-008,24999,30
1637,1,ClearBid,T-001,0,0
1637,1,ClearAsk,T-001,0,0
1642,1,ClearAsk,T-029,0,0
1642,1,Bid,T-030,24998,2
1643,1,ClearBid,T-029,0,0
1643,1,Bid,T-030,24998,2
1643,1,Bid,T-030,24998,2
1647,1,Bid,T-001,1000,100
1647,1,ClearBid,T-034,0,0
1647,1,Bid,T-026,1,1000
1648,1,ClearAsk,T-034,0,0
1650,1,ClearAsk,T-005,0,0
1650,1,Ask,T-005,25000,88
1651,1,Bid,T-008,25000,300
1651,1,Bid,T-001,2000,100
1651,1,Bid,T-019,24999,1000
1653,1,Bid,T-033,1.69,500
1654,1,Ask,T-008,25000,300
1656,1,Bid,T-001,20000,100
1657,1,Bid,T-033,1.69,500
1658,1,Bid,T-033,1.69,500
1660,1,ClearAsk,T-008,0,0
1662,1,Ask,T-008,24999,300
1663,1,Ask,T-007,25000,-1000
1664,1,Bid,T-007,25000,-1000
1664,1,Bid,T-007,25000,-1000
1665,1,Bid,T-007,25000,-1000
1668,1,ClearBid,T-002,0,0
1668,1,Bid,T-008,24999,300
1669,1,ClearAsk,T-002,0,0
1670,1,Bid,T-001,24997,100
1670,1,ClearBid,T-008,0,0
1673,1,ClearBid,T-001,0,0
1673,1,Bid,T-008,25000,300
1673,1,Bid,T-007,25000,-100
1674,1,ClearAsk,T-001,0,0
1674,1,Bid,T-030,24999,2
1674,1,ClearBid,T-007,0,0
1675,1,Ask,T-007,25000,-100
1676,1,Bid,T-001,24997,10
1677,1,ClearBid,T-015,0,0
1677,1,ClearAsk,T-015,0,0
1678,1,Ask,T-019,25000,292
1680,1,Ask,T-008,24999,300
1680,1,ClearAsk,T-023,0,0
1681,1,Ask,T-005,25000,12
